,Unnamed: 0,Player,Pos,Age,G,GS,MP,OBPM,DBPM,ORtg,DRtg,Salary,Salary Adjusted,age_bin,games_bin,games_started_bin,mins_bin
679,679,Theo Maledon,Guard,20.0,51.0,7.0,17.8,-3.7,-0.7,99.0,114.0,2000.0,2181.195,"(18, 21]","(50.0, 65.0]","(-0.001, 20.0]","(10.0, 20.0]"
680,680,Sandro Mamukelashvili,Forward,22.0,41.0,3.0,9.9,0.6,-1.0,126.0,114.0,462.629,504.542,"(21, 24]","(35.0, 50.0]","(-0.001, 20.0]","(-0.001, 10.0]"
681,681,Terance Mann,Forward,25.0,81.0,33.0,28.6,-0.8,0.2,117.0,112.0,1782.621,1944.122,"(24, 27]","(65.0, 82.0]","(20.0, 40.0]","(20.0, 30.0]"
682,682,Tre Mann,Guard,20.0,60.0,26.0,22.8,-3.3,-1.1,97.0,114.0,2901.24,3164.085,"(18, 21]","(50.0, 65.0]","(20.0, 40.0]","(20.0, 30.0]"
683,683,Boban Marjanovic,Center,33.0,23.0,0.0,5.6,-3.2,-1.2,101.0,109.0,3500.0,3817.091,"(30, 33]","(19.999, 35.0]","(-0.001, 20.0]","(-0.001, 10.0]"
684,684,Lauri Markkanen,Forward,24.0,61.0,61.0,30.8,0.4,-0.1,117.0,110.0,15690.909,17112.467,"(21, 24]","(50.0, 65.0]","(60.0, 82.0]","(30.0, 40.0]"
685,685,Naji Marshall,Forward,24.0,55.0,4.0,13.4,-2.7,-0.5,103.0,112.0,1517.981,1655.506,"(21, 24]","(50.0, 65.0]","(-0.001, 20.0]","(10.0, 20.0]"
686,686,Caleb Martin,Forward,26.0,60.0,12.0,22.9,0.1,0.9,119.0,108.0,844.011,920.476,"(24, 27]","(50.0, 65.0]","(-0.001, 20.0]","(20.0, 30.0]"
687,687,Cody Martin,Forward,26.0,71.0,11.0,26.3,-1.2,0.7,120.0,114.0,1782.621,1944.122,"(24, 27]","(65.0, 82.0]","(-0.001, 20.0]","(20.0, 30.0]"
688,688,Kelan Martin,Forward,26.0,30.0,1.0,15.0,-2.6,-1.0,100.0,118.0,993.76,1083.792,"(24, 27]","(19.999, 35.0]","(-0.001, 20.0]","(10.0, 20.0]"
689,689,KJ Martin,Forward,21.0,79.0,2.0,21.0,0.0,-1.2,118.0,118.0,1517.981,1655.506,"(18, 21]","(65.0, 82.0]","(-0.001, 20.0]","(20.0, 30.0]"
690,690,Garrison Mathews,Guard,25.0,65.0,33.0,26.3,-1.3,-1.0,120.0,118.0,2000.0,2181.195,"(24, 27]","(50.0, 65.0]","(20.0, 40.0]","(20.0, 30.0]"
691,691,Wesley Matthews,Guard,35.0,49.0,14.0,20.4,-3.0,-0.3,113.0,116.0,1958.495,2135.929,"(33, 36]","(35.0, 50.0]","(-0.001, 20.0]","(20.0, 30.0]"
692,692,Tyrese Maxey,Guard,21.0,75.0,74.0,35.3,1.3,-0.7,121.0,115.0,2602.92,2838.738,"(18, 21]","(65.0, 82.0]","(60.0, 82.0]","(30.0, 40.0]"
693,693,Skylar Mays,Guard,24.0,28.0,5.0,7.9,-1.2,-0.8,113.0,117.0,510.907,557.193,"(21, 24]","(19.999, 35.0]","(-0.001, 20.0]","(-0.001, 10.0]"
694,694,Miles McBride,Guard,21.0,40.0,2.0,9.3,-5.5,1.0,98.0,112.0,925.258,1009.084,"(18, 21]","(35.0, 50.0]","(-0.001, 20.0]","(-0.001, 10.0]"
695,695,CJ McCollum,Guard,30.0,62.0,62.0,34.6,3.2,-1.3,111.0,117.0,30864.198,33660.419,"(27, 30]","(50.0, 65.0]","(60.0, 82.0]","(30.0, 40.0]"
696,696,TJ McConnell,Guard,29.0,27.0,8.0,24.1,-0.4,1.4,117.0,116.0,7500.0,8179.481,"(27, 30]","(19.999, 35.0]","(-0.001, 20.0]","(20.0, 30.0]"
697,697,Jaden McDaniels,Forward,21.0,70.0,31.0,25.8,-2.9,-0.1,108.0,113.0,2063.28,2250.208,"(18, 21]","(65.0, 82.0]","(20.0, 40.0]","(20.0, 30.0]"
698,698,Jalen McDaniels,Forward,24.0,55.0,2.0,16.3,-1.9,-0.4,116.0,114.0,1782.621,1944.122,"(21, 24]","(50.0, 65.0]","(-0.001, 20.0]","(10.0, 20.0]"
699,699,Doug McDermott,Forward,30.0,51.0,51.0,24.0,-0.4,-2.1,112.0,118.0,13750.0,14995.716,"(27, 30]","(50.0, 65.0]","(40.0, 60.0]","(20.0, 30.0]"
700,700,JaVale McGee,Center,34.0,74.0,17.0,15.8,-0.1,0.9,118.0,102.0,5000.0,5452.987,"(33, 36]","(65.0, 82.0]","(-0.001, 20.0]","(10.0, 20.0]"
701,701,Rodney McGruder,Guard,30.0,51.0,2.0,14.8,-0.7,-0.7,115.0,116.0,1939.35,2115.05,"(27, 30]","(50.0, 65.0]","(-0.001, 20.0]","(10.0, 20.0]"
702,702,Jordan McLaughlin,Guard,25.0,62.0,3.0,14.5,-1.2,1.6,122.0,112.0,2000.0,2181.195,"(24, 27]","(50.0, 65.0]","(-0.001, 20.0]","(10.0, 20.0]"
703,703,Ben McLemore,Guard,28.0,64.0,6.0,20.1,-0.7,-2.5,108.0,120.0,2389.641,2606.136,"(27, 30]","(50.0, 65.0]","(-0.001, 20.0]","(20.0, 30.0]"
704,704,De'Anthony Melton,Guard,23.0,73.0,15.0,22.7,0.3,1.6,108.0,107.0,8805.976,9603.776,"(21, 24]","(65.0, 82.0]","(-0.001, 20.0]","(20.0, 30.0]"
705,705,Chimezie Metu,Center,24.0,60.0,20.0,21.3,-1.6,0.1,104.0,111.0,1762.796,1922.501,"(21, 24]","(50.0, 65.0]","(-0.001, 20.0]","(20.0, 30.0]"
706,706,Khris Middleton,Forward,30.0,66.0,66.0,32.4,1.9,-0.3,112.0,112.0,35500.0,38716.214,"(27, 30]","(65.0, 82.0]","(60.0, 82.0]","(30.0, 40.0]"
707,707,Paul Millsap,Center,36.0,33.0,1.0,11.4,-3.7,0.2,103.0,110.0,2641.691,2881.021,"(33, 36]","(19.999, 35.0]","(-0.001, 20.0]","(10.0, 20.0]"
708,708,Shake Milton,Guard,25.0,55.0,6.0,21.4,-1.6,-0.6,109.0,114.0,1846.738,2014.047,"(24, 27]","(50.0, 65.0]","(-0.001, 20.0]","(20.0, 30.0]"
709,709,Davion Mitchell,Guard,23.0,75.0,19.0,27.7,-2.1,-1.7,101.0,118.0,4603.2,5020.238,"(21, 24]","(65.0, 82.0]","(-0.001, 20.0]","(20.0, 30.0]"
710,710,Donovan Mitchell,Guard,25.0,67.0,67.0,33.8,4.6,-0.3,114.0,111.0,28103.5,30649.609,"(24, 27]","(65.0, 82.0]","(60.0, 82.0]","(30.0, 40.0]"
711,711,Evan Mobley,Forward,20.0,69.0,69.0,33.8,-0.9,1.5,109.0,107.0,8075.16,8806.749,"(18, 21]","(65.0, 82.0]","(60.0, 82.0]","(30.0, 40.0]"
712,712,Malik Monk,Guard,23.0,76.0,37.0,28.1,0.5,-1.0,112.0,115.0,1789.256,1951.358,"(21, 24]","(65.0, 82.0]","(20.0, 40.0]","(20.0, 30.0]"
713,713,Moses Moody,Guard,19.0,52.0,11.0,11.7,-1.4,-1.1,115.0,111.0,3562.2,3884.926,"(18, 21]","(50.0, 65.0]","(-0.001, 20.0]","(10.0, 20.0]"
714,714,Ja Morant,Guard,22.0,57.0,57.0,33.1,6.2,-0.1,116.0,111.0,9603.36,10473.401,"(21, 24]","(50.0, 65.0]","(40.0, 60.0]","(30.0, 40.0]"
715,715,Marcus Morris,Forward,32.0,54.0,54.0,29.0,-0.3,-1.0,108.0,112.0,15627.907,17043.757,"(30, 33]","(50.0, 65.0]","(40.0, 60.0]","(20.0, 30.0]"
716,716,Monte Morris,Guard,26.0,75.0,74.0,29.9,0.8,-0.8,120.0,115.0,8449.074,9214.539,"(24, 27]","(65.0, 82.0]","(60.0, 82.0]","(20.0, 30.0]"
717,717,Trey Murphy,Forward,21.0,62.0,1.0,13.9,0.2,-1.4,120.0,115.0,3053.76,3330.423,"(18, 21]","(50.0, 65.0]","(-0.001, 20.0]","(10.0, 20.0]"
718,718,Dejounte Murray,Guard,25.0,68.0,68.0,34.8,3.7,1.7,113.0,108.0,15428.88,16826.699,"(24, 27]","(65.0, 82.0]","(60.0, 82.0]","(30.0, 40.0]"
719,719,Mike Muscala,Center,30.0,43.0,0.0,13.8,3.8,1.2,124.0,110.0,3500.0,3817.091,"(27, 30]","(35.0, 50.0]","(-0.001, 20.0]","(10.0, 20.0]"
720,720,Aaron Nesmith,Forward,22.0,52.0,3.0,11.0,-4.9,0.7,95.0,108.0,3631.2,3960.177,"(21, 24]","(50.0, 65.0]","(-0.001, 20.0]","(10.0, 20.0]"
721,721,Raul Neto,Guard,29.0,70.0,19.0,19.6,-2.5,-0.5,108.0,116.0,2089.448,2278.746,"(27, 30]","(65.0, 82.0]","(-0.001, 20.0]","(10.0, 20.0]"
722,722,Georges Niang,Forward,28.0,76.0,7.0,22.8,-0.8,-1.1,113.0,115.0,3300.0,3598.972,"(27, 30]","(65.0, 82.0]","(-0.001, 20.0]","(20.0, 30.0]"
723,723,Daishen Nix,Guard,19.0,24.0,0.0,10.9,-5.4,-1.0,92.0,116.0,923.078,1006.706,"(18, 21]","(19.999, 35.0]","(-0.001, 20.0]","(10.0, 20.0]"
724,724,Zeke Nnaji,Forward,21.0,41.0,1.0,17.0,-0.7,-1.6,123.0,113.0,2498.76,2725.141,"(18, 21]","(35.0, 50.0]","(-0.001, 20.0]","(10.0, 20.0]"
725,725,Nerlens Noel,Center,27.0,25.0,11.0,22.5,-3.1,3.3,119.0,105.0,8800.0,9597.258,"(24, 27]","(19.999, 35.0]","(-0.001, 20.0]","(20.0, 30.0]"
726,726,Jaylen Nowell,Guard,22.0,62.0,1.0,15.7,1.5,-0.7,121.0,115.0,1782.621,1944.122,"(21, 24]","(50.0, 65.0]","(-0.001, 20.0]","(10.0, 20.0]"
727,727,Frank Ntilikina,Guard,23.0,58.0,5.0,11.8,-2.8,0.9,104.0,110.0,1789.256,1951.358,"(21, 24]","(50.0, 65.0]","(-0.001, 20.0]","(10.0, 20.0]"
728,728,Jusuf Nurkic,Center,27.0,56.0,56.0,28.2,0.1,0.2,112.0,112.0,12000.0,13087.17,"(24, 27]","(50.0, 65.0]","(40.0, 60.0]","(20.0, 30.0]"
729,729,David Nwaba,Forward,29.0,46.0,4.0,13.2,-0.6,0.0,117.0,113.0,4650.0,5071.278,"(27, 30]","(35.0, 50.0]","(-0.001, 20.0]","(10.0, 20.0]"
730,730,Jordan Nwora,Forward,23.0,62.0,13.0,19.1,-2.7,-1.5,100.0,113.0,1517.981,1655.506,"(21, 24]","(50.0, 65.0]","(-0.001, 20.0]","(10.0, 20.0]"
731,731,Royce O'Neale,Forward,28.0,77.0,77.0,31.2,-0.8,1.7,122.0,111.0,8800.0,9597.258,"(27, 30]","(65.0, 82.0]","(60.0, 82.0]","(30.0, 40.0]"
732,732,Semi Ojeleye,Forward,27.0,30.0,0.0,13.5,-4.1,-1.6,101.0,114.0,1789.256,1951.358,"(24, 27]","(19.999, 35.0]","(-0.001, 20.0]","(10.0, 20.0]"
733,733,Chuma Okeke,Forward,23.0,70.0,20.0,25.0,-1.6,1.5,101.0,109.0,3277.08,3573.975,"(21, 24]","(65.0, 82.0]","(-0.001, 20.0]","(20.0, 30.0]"
734,734,Josh Okogie,Guard,23.0,49.0,6.0,10.5,-3.7,0.9,107.0,112.0,4087.904,4458.258,"(21, 24]","(35.0, 50.0]","(-0.001, 20.0]","(10.0, 20.0]"
735,735,Onyeka Okongwu,Center,21.0,48.0,6.0,20.7,0.0,0.8,138.0,111.0,6104.28,6657.312,"(18, 21]","(35.0, 50.0]","(-0.001, 20.0]","(20.0, 30.0]"
736,736,Isaac Okoro,Forward,21.0,67.0,61.0,29.6,-2.4,0.7,120.0,113.0,6720.72,7329.6,"(18, 21]","(65.0, 82.0]","(60.0, 82.0]","(20.0, 30.0]"
737,737,KZ Okpala,Forward,22.0,21.0,0.0,11.6,-3.2,0.4,113.0,110.0,1782.621,1944.122,"(21, 24]","(19.999, 35.0]","(-0.001, 20.0]","(10.0, 20.0]"
738,738,Kelly Olynyk,Center,30.0,40.0,1.0,19.1,0.5,1.0,112.0,112.0,12195.122,13299.97,"(27, 30]","(35.0, 50.0]","(-0.001, 20.0]","(10.0, 20.0]"
739,739,Cedi Osman,Forward,26.0,66.0,3.0,22.2,-0.3,0.5,111.0,112.0,8133.334,8870.194,"(24, 27]","(65.0, 82.0]","(-0.001, 20.0]","(20.0, 30.0]"
740,740,Kelly Oubre,Forward,26.0,76.0,13.0,26.3,0.2,-1.6,111.0,115.0,12000.0,13087.17,"(24, 27]","(65.0, 82.0]","(-0.001, 20.0]","(20.0, 30.0]"
741,741,Kevin Pangos,Guard,29.0,24.0,3.0,6.9,-4.7,-1.4,99.0,115.0,1569.178,1711.341,"(27, 30]","(19.999, 35.0]","(-0.001, 20.0]","(-0.001, 10.0]"
742,742,Eric Paschall,Forward,25.0,58.0,3.0,12.7,0.5,-1.0,123.0,115.0,1782.621,1944.122,"(24, 27]","(50.0, 65.0]","(-0.001, 20.0]","(10.0, 20.0]"
743,743,Chris Paul,Guard,36.0,65.0,65.0,32.9,3.1,2.3,124.0,107.0,30800.0,33590.405,"(33, 36]","(50.0, 65.0]","(60.0, 82.0]","(30.0, 40.0]"
744,744,Cameron Payne,Guard,27.0,58.0,12.0,22.0,-0.4,0.4,104.0,109.0,6500.0,7088.884,"(24, 27]","(50.0, 65.0]","(-0.001, 20.0]","(20.0, 30.0]"
745,745,Elfrid Payton,Guard,27.0,50.0,1.0,11.0,-4.6,1.2,87.0,108.0,2239.544,2442.441,"(24, 27]","(35.0, 50.0]","(-0.001, 20.0]","(10.0, 20.0]"
746,746,Gary Payton II,Guard,29.0,71.0,16.0,17.6,0.3,3.4,129.0,103.0,1669.178,1820.401,"(27, 30]","(65.0, 82.0]","(-0.001, 20.0]","(10.0, 20.0]"
747,747,Mason Plumlee,Center,31.0,73.0,73.0,24.6,-1.5,1.5,122.0,111.0,9248.333,10086.209,"(30, 33]","(65.0, 82.0]","(60.0, 82.0]","(20.0, 30.0]"
748,748,Jakob Poeltl,Center,26.0,68.0,67.0,29.0,0.9,0.7,123.0,110.0,8750.0,9542.728,"(24, 27]","(65.0, 82.0]","(60.0, 82.0]","(20.0, 30.0]"
749,749,Aleksej Pokusevski,Forward,20.0,61.0,12.0,20.2,-2.7,0.1,96.0,111.0,3113.16,3395.204,"(18, 21]","(50.0, 65.0]","(-0.001, 20.0]","(20.0, 30.0]"
750,750,Jordan Poole,Guard,22.0,76.0,51.0,30.0,1.3,-0.3,112.0,110.0,2161.44,2357.261,"(21, 24]","(65.0, 82.0]","(40.0, 60.0]","(20.0, 30.0]"
751,751,Kevin Porter,Guard,21.0,61.0,61.0,31.3,-0.1,-1.6,103.0,117.0,1782.621,1944.122,"(18, 21]","(50.0, 65.0]","(60.0, 82.0]","(30.0, 40.0]"
752,752,Otto Porter,Forward,28.0,63.0,15.0,22.2,1.0,2.1,121.0,104.0,2389.641,2606.136,"(27, 30]","(50.0, 65.0]","(-0.001, 20.0]","(20.0, 30.0]"
753,753,Bobby Portis,Center,26.0,72.0,59.0,28.2,1.2,-1.0,115.0,110.0,4347.6,4741.482,"(24, 27]","(65.0, 82.0]","(40.0, 60.0]","(20.0, 30.0]"
754,754,Kristaps Porzingis,Forward,26.0,51.0,51.0,29.0,3.3,0.6,116.0,107.0,31650.6,34518.067,"(24, 27]","(50.0, 65.0]","(40.0, 60.0]","(20.0, 30.0]"
755,755,Dwight Powell,Center,30.0,82.0,71.0,21.9,0.4,0.5,142.0,110.0,11080.125,12083.957,"(27, 30]","(65.0, 82.0]","(60.0, 82.0]","(20.0, 30.0]"
756,756,Norman Powell,Forward,28.0,45.0,41.0,32.4,1.2,-1.5,116.0,119.0,15517.242,16923.066,"(27, 30]","(35.0, 50.0]","(40.0, 60.0]","(30.0, 40.0]"
757,757,Taurean Prince,Forward,27.0,69.0,8.0,17.1,-1.0,0.0,112.0,112.0,13334.375,14542.437,"(24, 27]","(65.0, 82.0]","(-0.001, 20.0]","(10.0, 20.0]"
758,758,Payton Pritchard,Guard,24.0,71.0,2.0,14.1,1.7,0.1,120.0,110.0,2137.44,2331.086,"(21, 24]","(65.0, 82.0]","(-0.001, 20.0]","(10.0, 20.0]"
759,759,Immanuel Quickley,Guard,22.0,78.0,3.0,23.1,0.2,0.0,114.0,112.0,2210.64,2410.918,"(21, 24]","(65.0, 82.0]","(-0.001, 20.0]","(20.0, 30.0]"
760,760,Julius Randle,Forward,27.0,72.0,72.0,35.3,0.4,0.2,102.0,109.0,19800.0,21593.832,"(24, 27]","(65.0, 82.0]","(60.0, 82.0]","(30.0, 40.0]"
761,761,Austin Reaves,Guard,23.0,61.0,19.0,23.2,-1.3,-0.6,123.0,116.0,925.258,1009.084,"(21, 24]","(50.0, 65.0]","(-0.001, 20.0]","(20.0, 30.0]"
762,762,Cam Reddish,Forward,22.0,49.0,7.0,20.7,-1.0,-0.3,105.0,114.0,4670.16,5093.265,"(21, 24]","(35.0, 50.0]","(-0.001, 20.0]","(20.0, 30.0]"
763,763,Davon Reed,Guard,26.0,48.0,5.0,13.9,-0.6,0.3,123.0,112.0,532.398,580.631,"(24, 27]","(35.0, 50.0]","(-0.001, 20.0]","(10.0, 20.0]"
764,764,Paul Reed,Center,22.0,38.0,2.0,7.9,-0.8,2.9,122.0,100.0,1517.981,1655.506,"(21, 24]","(35.0, 50.0]","(-0.001, 20.0]","(-0.001, 10.0]"
765,765,Naz Reid,Center,22.0,77.0,6.0,15.8,-0.5,0.5,113.0,109.0,1782.621,1944.122,"(21, 24]","(65.0, 82.0]","(-0.001, 20.0]","(10.0, 20.0]"
766,766,Nick Richards,Center,24.0,50.0,5.0,7.3,-2.6,-0.2,122.0,113.0,1517.981,1655.506,"(21, 24]","(35.0, 50.0]","(-0.001, 20.0]","(-0.001, 10.0]"
767,767,Josh Richardson,Guard,28.0,65.0,7.0,24.6,-0.6,0.7,113.0,110.0,11615.328,12667.648,"(27, 30]","(50.0, 65.0]","(-0.001, 20.0]","(20.0, 30.0]"
768,768,Austin Rivers,Guard,29.0,67.0,18.0,22.1,-3.5,-0.3,104.0,115.0,2401.537,2619.11,"(27, 30]","(65.0, 82.0]","(-0.001, 20.0]","(20.0, 30.0]"
769,769,Duncan Robinson,Guard,27.0,79.0,68.0,25.9,-0.3,-0.3,113.0,112.0,15650.0,17067.852,"(24, 27]","(65.0, 82.0]","(60.0, 82.0]","(20.0, 30.0]"
770,770,Justin Robinson,Guard,24.0,25.0,0.0,12.2,-6.4,-1.3,85.0,116.0,265.953,290.047,"(21, 24]","(19.999, 35.0]","(-0.001, 20.0]","(10.0, 20.0]"
771,771,Mitchell Robinson,Center,23.0,72.0,62.0,25.7,1.0,1.2,143.0,106.0,1802.057,1965.319,"(21, 24]","(65.0, 82.0]","(60.0, 82.0]","(20.0, 30.0]"
772,772,Jeremiah Robinson-Earl,Center,21.0,49.0,36.0,22.2,-1.9,-0.4,108.0,113.0,2000.0,2181.195,"(18, 21]","(35.0, 50.0]","(20.0, 40.0]","(20.0, 30.0]"
773,773,Isaiah Roby,Forward,23.0,45.0,28.0,21.1,0.4,0.2,120.0,111.0,1782.621,1944.122,"(21, 24]","(35.0, 50.0]","(20.0, 40.0]","(20.0, 30.0]"
774,774,Rajon Rondo,Guard,35.0,39.0,1.0,17.9,-2.4,0.7,101.0,111.0,7500.0,8179.481,"(33, 36]","(35.0, 50.0]","(-0.001, 20.0]","(10.0, 20.0]"
775,775,Derrick Rose,Guard,33.0,26.0,4.0,24.5,2.3,0.0,112.0,112.0,13445.12,14663.215,"(30, 33]","(19.999, 35.0]","(-0.001, 20.0]","(20.0, 30.0]"
776,776,Terrence Ross,Guard,30.0,63.0,0.0,23.0,-2.5,-1.1,100.0,116.0,12500.0,13632.469,"(27, 30]","(50.0, 65.0]","(-0.001, 20.0]","(20.0, 30.0]"
777,777,Terry Rozier,Guard,27.0,73.0,73.0,33.7,2.4,-0.7,117.0,115.0,17905.263,19527.436,"(24, 27]","(65.0, 82.0]","(60.0, 82.0]","(30.0, 40.0]"
778,778,Ricky Rubio,Guard,31.0,34.0,8.0,28.5,-1.0,1.2,102.0,108.0,17800.0,19412.636,"(30, 33]","(19.999, 35.0]","(-0.001, 20.0]","(20.0, 30.0]"
779,779,D'Angelo Russell,Guard,25.0,65.0,65.0,32.0,2.2,-1.5,112.0,115.0,30013.5,32732.65,"(24, 27]","(50.0, 65.0]","(60.0, 82.0]","(30.0, 40.0]"
780,780,Domantas Sabonis,Center,25.0,62.0,61.0,34.5,3.2,0.9,121.0,113.0,18500.0,20176.055,"(24, 27]","(50.0, 65.0]","(60.0, 82.0]","(30.0, 40.0]"
781,781,Olivier Sarr,Center,22.0,22.0,2.0,19.1,-2.7,-1.3,123.0,114.0,223.339,243.572,"(21, 24]","(19.999, 35.0]","(-0.001, 20.0]","(10.0, 20.0]"
782,782,Admiral Schofield,Forward,24.0,38.0,1.0,12.3,-4.2,-1.2,102.0,115.0,723.741,789.309,"(21, 24]","(35.0, 50.0]","(-0.001, 20.0]","(10.0, 20.0]"
783,783,Landry Shamet,Guard,24.0,69.0,14.0,20.8,-0.9,-0.4,111.0,112.0,3768.342,4109.744,"(21, 24]","(65.0, 82.0]","(-0.001, 20.0]","(20.0, 30.0]"
784,784,Day'Ron Sharpe,Forward,20.0,32.0,8.0,12.2,-0.3,-2.5,118.0,111.0,2009.16,2191.185,"(18, 21]","(19.999, 35.0]","(-0.001, 20.0]","(10.0, 20.0]"
785,785,Pascal Siakam,Forward,27.0,68.0,68.0,37.9,2.7,0.8,116.0,110.0,33003.936,35994.012,"(24, 27]","(65.0, 82.0]","(60.0, 82.0]","(30.0, 40.0]"
786,786,Anfernee Simons,Guard,22.0,57.0,30.0,29.5,1.9,-2.7,112.0,121.0,3938.818,4295.665,"(21, 24]","(50.0, 65.0]","(20.0, 40.0]","(20.0, 30.0]"
787,787,Jericho Sims,Forward,23.0,41.0,5.0,13.5,-2.8,1.1,129.0,109.0,462.629,504.542,"(21, 24]","(35.0, 50.0]","(-0.001, 20.0]","(10.0, 20.0]"
788,788,Marcus Smart,Guard,27.0,71.0,71.0,32.3,-1.2,1.7,110.0,107.0,13839.285,15093.09,"(24, 27]","(65.0, 82.0]","(60.0, 82.0]","(30.0, 40.0]"
789,789,Dennis Smith,Guard,24.0,37.0,4.0,17.2,-2.8,1.2,101.0,114.0,1789.256,1951.358,"(21, 24]","(35.0, 50.0]","(-0.001, 20.0]","(10.0, 20.0]"
790,790,Jalen Smith,Forward,21.0,51.0,8.0,18.1,0.9,-1.4,119.0,111.0,4458.0,4861.884,"(18, 21]","(50.0, 65.0]","(-0.001, 20.0]","(10.0, 20.0]"
791,791,Tony Snell,Guard,30.0,53.0,12.0,15.5,-3.4,-0.8,106.0,119.0,2389.641,2606.136,"(27, 30]","(50.0, 65.0]","(-0.001, 20.0]","(10.0, 20.0]"
792,792,Lance Stephenson,Guard,31.0,46.0,1.0,17.7,-1.6,-1.6,107.0,117.0,1614.825,1761.124,"(30, 33]","(35.0, 50.0]","(-0.001, 20.0]","(10.0, 20.0]"
793,793,Lamar Stevens,Forward,24.0,63.0,13.0,16.1,-3.2,0.3,107.0,110.0,1517.981,1655.506,"(21, 24]","(50.0, 65.0]","(-0.001, 20.0]","(10.0, 20.0]"
794,794,Isaiah Stewart,Center,20.0,71.0,71.0,25.6,-2.5,-0.8,113.0,112.0,3277.08,3573.975,"(18, 21]","(65.0, 82.0]","(60.0, 82.0]","(20.0, 30.0]"
795,795,Max Strus,Forward,25.0,68.0,16.0,23.3,1.4,-0.4,116.0,112.0,1669.178,1820.401,"(24, 27]","(65.0, 82.0]","(-0.001, 20.0]","(20.0, 30.0]"
796,796,Jalen Suggs,Guard,20.0,48.0,45.0,27.2,-5.3,-0.2,88.0,112.0,6592.92,7190.222,"(18, 21]","(35.0, 50.0]","(40.0, 60.0]","(20.0, 30.0]"
797,797,Keifer Sykes,Guard,28.0,32.0,11.0,17.7,-4.4,-2.5,94.0,120.0,558.345,608.929,"(27, 30]","(19.999, 35.0]","(-0.001, 20.0]","(10.0, 20.0]"
798,798,Jae'Sean Tate,Forward,26.0,78.0,77.0,26.4,-1.3,-0.5,111.0,116.0,1517.981,1655.506,"(24, 27]","(65.0, 82.0]","(60.0, 82.0]","(20.0, 30.0]"
799,799,Jayson Tatum,Forward,23.0,76.0,76.0,35.9,4.3,0.6,113.0,106.0,28103.5,30649.609,"(21, 24]","(65.0, 82.0]","(60.0, 82.0]","(30.0, 40.0]"
800,800,Terry Taylor,Guard,22.0,33.0,7.0,21.6,2.2,-2.7,135.0,119.0,895.125,976.221,"(21, 24]","(19.999, 35.0]","(-0.001, 20.0]","(20.0, 30.0]"
801,801,Garrett Temple,Guard,35.0,59.0,16.0,18.6,-2.8,0.3,101.0,113.0,4910.0,5354.834,"(33, 36]","(50.0, 65.0]","(-0.001, 20.0]","(10.0, 20.0]"
802,802,Daniel Theis,Center,29.0,47.0,27.0,20.8,-1.9,-0.2,113.0,112.0,8280.351,9030.53,"(27, 30]","(35.0, 50.0]","(20.0, 40.0]","(20.0, 30.0]"
803,803,Cam Thomas,Guard,20.0,67.0,2.0,17.6,-2.0,-1.4,103.0,115.0,2036.28,2220.762,"(18, 21]","(65.0, 82.0]","(-0.001, 20.0]","(10.0, 20.0]"
804,804,Isaiah Thomas,Guard,32.0,22.0,1.0,15.1,-1.9,-2.6,104.0,117.0,910.926,993.452,"(30, 33]","(19.999, 35.0]","(-0.001, 20.0]","(10.0, 20.0]"
805,805,Matt Thomas,Guard,27.0,40.0,0.0,11.5,-1.2,-1.4,113.0,117.0,1669.178,1820.401,"(24, 27]","(35.0, 50.0]","(-0.001, 20.0]","(10.0, 20.0]"
806,806,Klay Thompson,Guard,31.0,32.0,32.0,29.4,2.6,-1.6,107.0,110.0,37980.72,41421.681,"(30, 33]","(19.999, 35.0]","(20.0, 40.0]","(20.0, 30.0]"
807,807,Tristan Thompson,Forward,30.0,57.0,6.0,15.7,-1.6,-1.5,112.0,114.0,9946.611,10847.749,"(27, 30]","(50.0, 65.0]","(-0.001, 20.0]","(10.0, 20.0]"
808,808,JT Thor,Forward,19.0,33.0,0.0,7.9,-3.1,0.1,108.0,114.0,1250.0,1363.246,"(18, 21]","(19.999, 35.0]","(-0.001, 20.0]","(-0.001, 10.0]"
809,809,Matisse Thybulle,Guard,24.0,66.0,50.0,25.5,-2.2,3.3,116.0,108.0,2840.16,3097.471,"(21, 24]","(65.0, 82.0]","(40.0, 60.0]","(20.0, 30.0]"
810,810,Killian Tillie,Center,23.0,36.0,3.0,12.8,-3.8,1.1,101.0,109.0,1901.625,2073.907,"(21, 24]","(35.0, 50.0]","(-0.001, 20.0]","(10.0, 20.0]"
811,811,Xavier Tillman,Forward,23.0,53.0,2.0,13.2,-1.1,1.8,112.0,107.0,1517.981,1655.506,"(21, 24]","(50.0, 65.0]","(-0.001, 20.0]","(10.0, 20.0]"
812,812,Obi Toppin,Forward,23.0,72.0,10.0,17.1,1.7,0.3,120.0,111.0,5105.16,5567.675,"(21, 24]","(65.0, 82.0]","(-0.001, 20.0]","(10.0, 20.0]"
813,813,Juan Toscano-Anderson,Forward,28.0,73.0,6.0,13.6,-3.3,2.4,106.0,106.0,1701.593,1855.753,"(27, 30]","(65.0, 82.0]","(-0.001, 20.0]","(10.0, 20.0]"
814,814,Karl-Anthony Towns,Center,26.0,74.0,74.0,33.5,4.5,0.5,121.0,110.0,31650.6,34518.067,"(24, 27]","(65.0, 82.0]","(60.0, 82.0]","(30.0, 40.0]"
